"Number","Nation","Auditor","Name_of_Individual","Position_Title","Number_of_Months","Remuneration","Expenses"
393,"Kawacatoose_First_Nation","MNP_LLP","Walter_Assoon","Council",12,72741,73551
393,"Kawacatoose_First_Nation","MNP_LLP","Wesley_Machiskinic","Council",12,71285,97766
393,"Kawacatoose_First_Nation","MNP_LLP","Sanford_Strongarm","Council",12,68144,64010
393,"Kawacatoose_First_Nation","MNP_LLP","Brian_Mahingen","Council",12,67944,60430
393,"Kawacatoose_First_Nation","MNP_LLP","Belmont_Asapace","Council",12,67944,43263
393,"Kawacatoose_First_Nation","MNP_LLP","Lee-Anne_Thomson","Council",12,66824,50403
393,"Kawacatoose_First_Nation","MNP_LLP","Rayiene_Medicine_Rope","Council",12,66762,92157
394,"Canoe_Lake_First_Nation","Lorne_Horning","Leonard_Opikokew","Council",12,48300,79867
394,"Canoe_Lake_First_Nation","Lorne_Horning","August_Iron","Council",12,49581,56387
394,"Canoe_Lake_First_Nation","Lorne_Horning","Eval_Lariviere","Council",12,108257,10922
394,"Canoe_Lake_First_Nation","Lorne_Horning","J_Richard_Opikokew","Council",12,59293,70792
394,"Canoe_Lake_First_Nation","Lorne_Horning","Ralph_Opikokew","Council",12,47500,61585
394,"Canoe_Lake_First_Nation","Lorne_Horning","Francis_X_Iron","Council",12,39500,67188
395,"Flying_Dust_First_Nation","Lorne_Horning","Marie_Gladue","Council",12,56000,8102
395,"Flying_Dust_First_Nation","Lorne_Horning","Jeremy_Norman","Council",12,69025,9991
395,"Flying_Dust_First_Nation","Lorne_Horning","Percy_Derocher","Council",12,56000,11307
395,"Flying_Dust_First_Nation","Lorne_Horning","Marie_McCallum","Council",3,52538,9113
396,"Makwa_Sahgaiehcan_First_Nation","Lorne_Horning","Walter_Mitsuing","Councilor",12,69675,26254
396,"Makwa_Sahgaiehcan_First_Nation","Lorne_Horning","Ronald_Mitsuing","Councilor",12,139246,28445
396,"Makwa_Sahgaiehcan_First_Nation","Lorne_Horning","Donovan_Fineblanket","Councilor",12,69575,28091
396,"Makwa_Sahgaiehcan_First_Nation","Lorne_Horning","Derrick_Cantre","Councilor",12,69130,19124
396,"Makwa_Sahgaiehcan_First_Nation","Lorne_Horning","Frank_Kytwayhat","Councilor",12,70100,27908
396,"Makwa_Sahgaiehcan_First_Nation","Lorne_Horning","Dean_Mitsuing","Councilor",12,66650,27833
397,"Ministikwan_Lake_Cree_Nation","HNG_Accounting_Group","Gabe_Alexan","Council",12,55961,23108
397,"Ministikwan_Lake_Cree_Nation","HNG_Accounting_Group","Harold_Chief","Council",12,54231,19809
397,"Ministikwan_Lake_Cree_Nation","HNG_Accounting_Group","Albert_Crookedneck","Council",12,69000,19617
397,"Ministikwan_Lake_Cree_Nation","HNG_Accounting_Group","Bryan_Crookedneck","Council",12,59115,16420
397,"Ministikwan_Lake_Cree_Nation","HNG_Accounting_Group","Melvin_Paddy","Council",12,66246,16806
397,"Ministikwan_Lake_Cree_Nation","HNG_Accounting_Group","Ivan_Crookedneck","Council",12,60423,17530
398,"Buffalo_River_Dene_Nation","Lorne_Horning","Eileen_Morrison","Councilor",12,63967,15522
398,"Buffalo_River_Dene_Nation","Lorne_Horning","Wilbert_Billette","Councilor",12,53984,20958
398,"Buffalo_River_Dene_Nation","Lorne_Horning","Allan_Nolcho","Councilor",12,51755,15451
398,"Buffalo_River_Dene_Nation","Lorne_Horning","Melissa_Desjarlais","Councilor",12,50883,10467
398,"Buffalo_River_Dene_Nation","Lorne_Horning","Timothy_LaPlante","Councilor",12,50980,17646
399,"Big_Island_Lake_Cree_Nation","Swanson_Gryba_&_Company","Jeanette_Kahpoonapit","Councillor",12,54504,13512
399,"Big_Island_Lake_Cree_Nation","Swanson_Gryba_&_Company","Rodger_Kytwayhat","Councillor",12,52328,6263
399,"Big_Island_Lake_Cree_Nation","Swanson_Gryba_&_Company","Colleen_Sandfly","Councillor",12,52375,10852
399,"Big_Island_Lake_Cree_Nation","Swanson_Gryba_&_Company","Bernadine_Wahpistikwan","Councillor",12,55548,5812
4,"Buctouche_First_Nation","Lenehan_McCain_&_Associates","Brenton_LeBlanc","Councillor",12,53749,0
4,"Buctouche_First_Nation","Lenehan_McCain_&_Associates","Vaughn_Simon","Councillor",12,54082,0
400,"English_River_First_Nation","KPMG_LLP","Marie_Black","Councillor__Acting_Chief__and_Chief",12,65307.66,231928.8
400,"English_River_First_Nation","KPMG_LLP","Gloria_Apesis","Councillor",12,54999.88,136314
400,"English_River_First_Nation","KPMG_LLP","Russell_Black","Councillor",5,20288.49,41018.6
400,"English_River_First_Nation","KPMG_LLP","Angie_Campbell","Councillor",5,18365.39,29809
400,"English_River_First_Nation","KPMG_LLP","Archie_Campbell","Councillor",12,54999.88,124102.6
400,"English_River_First_Nation","KPMG_LLP","Bernie_Eaglechild","Councillor",12,54999.88,77097.2
400,"English_River_First_Nation","KPMG_LLP","Joey_Paul","Councillor",5,18365.39,42878.4
400,"English_River_First_Nation","KPMG_LLP","Frankie_Campbell","Former_Councillor",7,53846.08,36031.2
400,"English_River_First_Nation","KPMG_LLP","Michael_Wolverine","Former_Councillor",7,53846.08,76766.8
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Teddy_Clarke","Councillor",3,25843,0
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Peggy_Piche","Councillor",12,74670,56298
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Bob_Piche","Councillor",12,58600,56543
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Brian_Lemaigre","Councillor",12,66019,56390
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Gabrielle_Fontaine","Councillor",3,30664,21631
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Lester_Herman","Councillor",9,59167,48111
401,"Clearwater_River_Dene_Nation","HNG_Accounting_Group","Laurie_Lemaigre","Councillor",9,47680,27281
402,"Waterhen_Lake_First_Nation","MNP_LLP","Blaine_Fiddler","Council",12,69770,20066
402,"Waterhen_Lake_First_Nation","MNP_LLP","Joanne_Roy","Council",12,46875,22721
402,"Waterhen_Lake_First_Nation","MNP_LLP","Richard_Fiddler","Council",12,45000,16513
402,"Waterhen_Lake_First_Nation","MNP_LLP","Ernest_Fiddler","Council",12,45000,15324
402,"Waterhen_Lake_First_Nation","MNP_LLP","Martin_Larocque","Council",12,45000,15845
402,"Waterhen_Lake_First_Nation","MNP_LLP","Ablehaeza_Ernest","Council",12,46875,12479
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Jonathon_Sylvestre","Councilor/Chief",12,26000,18813
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Mervin_Moberly","Councilor",11,22154,3708
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Ivan_Morin","Councilor",12,24000,9464
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Barbara_Daigneault","Councilor",11,22154,11935
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Kimberly_Sylvestre","Councilor",1,1962,1195
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Dorothy_Sylvestre","Councilor",1,1962,907
403,"Birch_Narrows_Dene_Nation","Lorne_Horning","Doreen_Morin","Councilor",1,1962,0
404,"Big_River_First_Nation","PwC_LLP","Berno_Bear","Council_Member",12,38000,42031
404,"Big_River_First_Nation","PwC_LLP","Adam_Joseph","Council_Member",12,38000,31489
404,"Big_River_First_Nation","PwC_LLP","Brian_Morin","Council_Member",12,38000,32213
404,"Big_River_First_Nation","PwC_LLP","Wilfred_Rabbitskin","Council_Member",12,38000,27617
404,"Big_River_First_Nation","PwC_LLP","Isadore_Weenonis","Council_Member",12,38000,27162
404,"Big_River_First_Nation","PwC_LLP","Robert_Bear","Council_Member",12,38000,26849
404,"Big_River_First_Nation","PwC_LLP","Marshall_Dreaver","Council_Member",12,38000,23184
404,"Big_River_First_Nation","PwC_LLP","Randy_Lachance","Council_Member",12,38000,28705
404,"Big_River_First_Nation","PwC_LLP","Kenny_Netmaker","Council_Member",12,38000,25255
404,"Big_River_First_Nation","PwC_LLP","Leonard_Lachance","Council_Member",12,38000,32266
404,"Big_River_First_Nation","PwC_LLP","Larry_Joseph","Council_Member",12,38000,33534
404,"Big_River_First_Nation","PwC_LLP","Sam_Rabbitskin","Council_Member",12,38000,32438
405,"Pelican_Lake_First_Nation","PwC_LLP","Lee_Bill","Councillor",12,56500,41890
405,"Pelican_Lake_First_Nation","PwC_LLP","Jimmy_Blll","Councillor",12,56600,40920
405,"Pelican_Lake_First_Nation","PwC_LLP","Peter_Sakebow","Councillor",12,55900,38050
405,"Pelican_Lake_First_Nation","PwC_LLP","Calvin_Thomas","Councillor",12,55700,40580
405,"Pelican_Lake_First_Nation","PwC_LLP","David_Thomas","Councillor",12,56600,42370
405,"Pelican_Lake_First_Nation","PwC_LLP","Willie_Thomas","Councillor",12,56500,45580
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Neil_Ahenakew","Council_Member",12,20263,8460
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Russel_Ahenakew","Council_Member",12,30654,5395
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Bryce_Isbister","Council_Member",3,6399,2258
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Carmen_Little","Council_Member",12,18505,9774
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Jason_Masuskapoe","Council_Member",12,31403,10506
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Barry_Sasakamoose","Council_Member",12,17862,11968
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Eliza_Sasakamoose","Council_Member",12,20342,3285
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Stanley_Sasakamoose","Council_Member",12,33788,16316
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Raymond_Williams","Council_Member",12,23216,6056
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Cheryl_Bird","Council_Member",3,3285,1368
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Glen_Bird","Council_Member",12,28461,5426
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Irvin_Little","Council_Member",12,33915,6597
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Burton_Ahenakew","Council_Member",9,28208,4847
406,"Ahtahkakoop_Cree_Nation","PwC_LLP","Frank_Ahenakew","Council_Member",9,29822,4323
407,"Witchekan_Lake_First_Nation","C.S._Skrupski","Eva_Bear","Councillor",12,47150,23159
407,"Witchekan_Lake_First_Nation","C.S._Skrupski","Allan_Thomas","Councillor",12,39540,19271
407,"Witchekan_Lake_First_Nation","C.S._Skrupski","Johnny_Tipewan","Councillor",12,40000,28667
407,"Witchekan_Lake_First_Nation","C.S._Skrupski","Roger_Tipewan","Councillor",12,45600,25736
408,"Ocean_Man_First_Nation_#69","MNP_LLP","Connie_Big_Eagle","Councillor",12,32730,24019
408,"Ocean_Man_First_Nation_#69","MNP_LLP","Trevor_Ewack","Councillor",12,32500,43266
408,"Ocean_Man_First_Nation_#69","MNP_LLP","Lillian_Big_Eagle","Councillor",12,32600,23979
408,"Ocean_Man_First_Nation_#69","MNP_LLP","Denise_Lonechild","Councillor",12,32600,21092
408,"Ocean_Man_First_Nation_#69","MNP_LLP","Craig_Big_Eagle","Councillor",12,32600,16894
409,"Pheasant_Rump_Nakota_First_Nation_#68","MNP_LLP","Ruth_Maygard","Councilor",12,45350,5836
409,"Pheasant_Rump_Nakota_First_Nation_#68","MNP_LLP","Gaylene_McArthur","Councilor",12,45350,6761
409,"Pheasant_Rump_Nakota_First_Nation_#68","MNP_LLP","Clarissa_McArthur","Councilor",4,5000,818
409,"Pheasant_Rump_Nakota_First_Nation_#68","MNP_LLP","Kathleen_McArthur","Councilor",12,41430,9597
430,"Siksika_Nation","BDO_Canada_LLP","G_Medicine_Shield","Councilor",12,69500,43418
430,"Siksika_Nation","BDO_Canada_LLP","Mr_J_Doore","Councilor",12,67500,35136
430,"Siksika_Nation","BDO_Canada_LLP","K_Panther_Bone","Councilor",12,67500,47109
430,"Siksika_Nation","BDO_Canada_LLP","H_Winnipeg","Councilor",12,67500,50300
430,"Siksika_Nation","BDO_Canada_LLP","B_Yellow_Fly","Councilor",4,22586,16021
430,"Siksika_Nation","BDO_Canada_LLP","W_Water_Chief","Councilor",4,22586,16565
430,"Siksika_Nation","BDO_Canada_LLP","S_Own_Chief","Councilor",4,22586,13376
430,"Siksika_Nation","BDO_Canada_LLP","W_Drunken_Chief","Councilor",4,22586,16917
430,"Siksika_Nation","BDO_Canada_LLP","Naatomohka'atsista","Councilor",4,22586,13779
430,"Siksika_Nation","BDO_Canada_LLP","C_Maguire","Councilor",4,23836,16007
430,"Siksika_Nation","BDO_Canada_LLP","G_Sitting_Eagle","Councilor",4,22586,13431
430,"Siksika_Nation","BDO_Canada_LLP","K_Running_Rabbit","Councilor",4,22586,13069
430,"Siksika_Nation","BDO_Canada_LLP","Ms_J_Doore","Councilor",8,48289,38057
430,"Siksika_Nation","BDO_Canada_LLP","E_Weasel_Child","Councilor",8,54764,60868
430,"Siksika_Nation","BDO_Canada_LLP","L_McMaster","Councilor",8,44914,27353
430,"Siksika_Nation","BDO_Canada_LLP","C_Wolf_Leg","Councilor",8,44914,33886
430,"Siksika_Nation","BDO_Canada_LLP","R_Medicine_Traveler","Councilor",8,44914,27055
430,"Siksika_Nation","BDO_Canada_LLP","C_Big_Snake","Councilor",8,44914,31585
430,"Siksika_Nation","BDO_Canada_LLP","H_Yellow_Old_Woman","Councilor",8,44914,24823
430,"Siksika_Nation","BDO_Canada_LLP","A_Stimson_Sr","Councilor",8,45039,20286
431,"O'Chiese_First_Nation","Doyle_&_Company","Cedric_Whitford","Councilor",12,109765,27433
431,"O'Chiese_First_Nation","Doyle_&_Company","Martin_Ironbow","Councilor",12,102261,61786
431,"O'Chiese_First_Nation","Doyle_&_Company","Douglas_Beaverbones","Councilor",12,117654,63363
431,"O'Chiese_First_Nation","Doyle_&_Company","Cleon_Strawberry","Councilor",12,112633,66607
431,"O'Chiese_First_Nation","Doyle_&_Company","Robert_Strawberry","Councilor",12,114426,62929
431,"O'Chiese_First_Nation","Doyle_&_Company","Barry_Saulteaux","Councilor",12,109314,58819
432,"Tsuu_T'ina_Nation","MNP_LLP","Emmet_Crowchild","Councillor",12,163875,34522
432,"Tsuu_T'ina_Nation","MNP_LLP","Gilbert_Crowchild","Councillor",12,162500,44702
432,"Tsuu_T'ina_Nation","MNP_LLP","Regena_Crowchild","Councillor",12,162500,47118
432,"Tsuu_T'ina_Nation","MNP_LLP","Brent_Dodginghorse","Councillor",12,162500,35084
432,"Tsuu_T'ina_Nation","MNP_LLP","Lyle_Dodginghorse","Councillor",12,170750,34376
432,"Tsuu_T'ina_Nation","MNP_LLP","Leon_Littlelight","Councillor",12,162500,26049
432,"Tsuu_T'ina_Nation","MNP_LLP","Dean_Manywounds","Councillor",12,162500,24495
432,"Tsuu_T'ina_Nation","MNP_LLP","Andrew_Onespot_Sr","Councillor",12,162500,31150
432,"Tsuu_T'ina_Nation","MNP_LLP","Jerry_Simon","Councillor",12,163700,28792
432,"Tsuu_T'ina_Nation","MNP_LLP","Ellery_Starlight","Councillor",12,162500,41248
432,"Tsuu_T'ina_Nation","MNP_LLP","Darryl_Whitney","Councillor",12,170750,22871
432,"Tsuu_T'ina_Nation","MNP_LLP","Paul_Whitney","Councillor",12,162500,31950
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Rod_Hunter","Councillor-Bearspaw_Morley",12,130967,98814
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Keith_Lefthand","Councillor-Bearspaw_Eden_Valley",5,76344,41644
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Farrell_Holloway","Councillor-Bearspaw_Morley",5,76344,31218
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Rex_Daniels","Councillor-Bearspaw_Eden_Valley",12,130967,61648
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Narvil_Kootenay","Councillor-Bearspaw_Morley",8,54623,29243
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Larry_Daniels_Sr","Councillor-Bearspaw_Eden_Valley",8,54623,29898
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Lional_Wildman","Councillor-Chiniki",12,89441,77167
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Terrence_Rider","Councillor-Chiniki",12,89441,67770
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Clifford_Powderface","Councillor-Chiniki",12,89441,63832
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Frank_Chiniquay","Councillor-Chiniki",12,89441,72221
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Shane_Crawler","Councillor-Wesley_Big_Horn",12,89441,24398
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Homer_Twoyoungmen","Councillor-Wesley",12,89441,37525
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Tater_Van_House","Councillor-Wesley",12,89441,44165
433,"Stoney_First_Nation","Crowe_MacKay_LLP","Hank_Snow","Councillor-Wesley",12,89441,55300
434,"Sunchild_First_Nation","EY_LLP","Edgar_Bigchild","Councilor",12,93759,39654
434,"Sunchild_First_Nation","EY_LLP","Paul_Bigchild","Councilor",12,96940,52998
434,"Sunchild_First_Nation","EY_LLP","Lisa_Daychief","Councilor",12,95792,60786
434,"Sunchild_First_Nation","EY_LLP","Edwin_Frencheater","Councilor",12,97134,41490
434,"Sunchild_First_Nation","EY_LLP","Clint_McHugh","Councilor",12,93947,57824
435,"Blood_Tribe","MNP_LLP","Aloyuisious_Blackwater","Councillor",12,88630,79981
435,"Blood_Tribe","MNP_LLP","Dexter_Bruise_Head","Councillor",12,88630,76394
435,"Blood_Tribe","MNP_LLP","Dorothy_First_Rider","Councillor",12,88630,28870
435,"Blood_Tribe","MNP_LLP","Frank_Black_Plume","Councillor",12,88630,84195
435,"Blood_Tribe","MNP_LLP","Franklyn_White_Quills","Councillor",12,88630,47391
435,"Blood_Tribe","MNP_LLP","Kyla_Crow","Councillor",12,88630,30477
435,"Blood_Tribe","MNP_LLP","Lance_Tailfeathers","Councillor",12,88630,52602
435,"Blood_Tribe","MNP_LLP","Marcel_Weasel_Head","Councillor",12,88630,42828
435,"Blood_Tribe","MNP_LLP","Michael_Bruised_Head","Councillor",12,88630,72787
435,"Blood_Tribe","MNP_LLP","Myron_Eagle_Speaker","Councillor",12,88630,84585
435,"Blood_Tribe","MNP_LLP","Nolan_Little_Bear","Councillor",12,88630,53283
435,"Blood_Tribe","MNP_LLP","William_Wadsworth","Councillor",12,88630,66926
436,"Piikani_Nation","KPMG_LLP","Andrew_Provost","Councillor",12,48525,5218
436,"Piikani_Nation","KPMG_LLP","Angela_Grier","Councillor",12,48525,12834
436,"Piikani_Nation","KPMG_LLP","Casey_Scott","Councillor",12,48525,3629
436,"Piikani_Nation","KPMG_LLP","Clayton_Small_Legs","Councillor",12,56073,20751
436,"Piikani_Nation","KPMG_LLP","Eloise_Provost","Councillor",12,49455,4167
436,"Piikani_Nation","KPMG_LLP","Fabian_North_Peigan","Councillor",12,49125,23453
436,"Piikani_Nation","KPMG_LLP","Rebecca_Weasel_Traveler","Councillor",12,48525,6728
436,"Piikani_Nation","KPMG_LLP","Kyle_Grier","Councillor",12,49455,6806
436,"Piikani_Nation","KPMG_LLP","Maurice_Little_Wolf","Councillor",12,48525,2413
436,"Piikani_Nation","KPMG_LLP","Wesley_Provost","Councillor",12,48525,3294
436,"Piikani_Nation","KPMG_LLP","Willard_Yellow_Face","Councillor",12,48525,4460
436,"Piikani_Nation","KPMG_LLP","Doane_Crowshoe","Councillor",12,48525,9864
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Gloria_Potts","Councillor",12,76985,40434
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Darwin_Alexis","Councillor",12,76985,34611
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Henry_Alexls","Councillor",12,76985,37492
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Roderick_Alexis","Councillor",12,76985,36484
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Erwin_Letendre","Councillor",12,76985,52678
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Lonnie_Letendre","Councillor",12,76985,39348
437,"Alexis_Nakota_Sioux_Nation","Collins_Barrow_LLP","Jaclyn_Mustus","Councillor",12,76985,30376
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Armand_Arcand","Councillor",12,108700,18500
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Curtis_J_Arcand","Councillor",12,116470,13500
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Marcel_Arcand","Councillor",12,115200,17693
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Marty_Arcand","Councillor",12,104750,30000
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Kurt_Burnstick","Councillor",12,134100,17637
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Bernard_Paul","Councillor",1,7519,32485
438,"Alexander_First_Nation","Crowe_MacKay_LLP","Kimberly_Paul","Councillor",4,28846,0
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Elmer_Larocque","Councillor",12,47441,34850
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Desmond_Bull","Councillor",12,48959,38300
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Bert_Bull","Councillor",12,48117,34150
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Kelsey_Crane","Councillor",12,50161,42925
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Winston_Twins","Councillor",12,48303,36875
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Telly_Raine","Councillor",12,55495,38325
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Irvin_Bull","Councillor",12,48303,41900
439,"Louis_Bull_Tribe","Crowe_MacKay_LLP","Wayne_Moonias","Councillor",12,50346,38775
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Lorne_Morin","Councillor",12,108952,7335
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Shane_Morin","Councillor",12,114167,10016
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Kelly_Morin","Councillor",12,106281,8234
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Wayne_Morin","Councillor",12,130223,7335
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Lyle_Morin","Councillor",12,134213,7335
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Nola_Wanuch","Councillor",12,128223,8324
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","John_Thomas_Jr","Councillor",12,106223,7335
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","William_(Billy)_Morin","Councillor",8,62806,5789
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Lorna_Morin","Councillor",8,64806,6057
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Kirby_Peacock","Councillor",4,29750,5295
440,"Enoch_Cree_Nation","Crowe_MacKay_LLP","Harry_Sharphead","Councillor",4,28750,2445
441,"Paul_First_Nation","Crowe_MacKay_LLP","Carl_Bird","Councillor",12,92870,92457
441,"Paul_First_Nation","Crowe_MacKay_LLP","Faron_Bull","Councillor",12,88863,65752
441,"Paul_First_Nation","Crowe_MacKay_LLP","Rod_Burnstick","Councillor",12,80800,58345
441,"Paul_First_Nation","Crowe_MacKay_LLP","Myrna_Rabbit","Councillor",12,95253,69645
441,"Paul_First_Nation","Crowe_MacKay_LLP","Brenda_Rain","Councillor",12,84402,53072
442,"Montana_First_Nation","Doyle_&_Company","Ralph_Cattleman","Councillor",12,56255,7346
442,"Montana_First_Nation","Doyle_&_Company","Ingrid_Kelln","Councillor",12,54477,11062
442,"Montana_First_Nation","Doyle_&_Company","Sandra_Peigan","Councillor",12,55955,6868
442,"Montana_First_Nation","Doyle_&_Company","Cody_Rabbit_Sr","Councillor",12,56688,13423
443,"Ermineskin_Tribal_Enterprises","EY_LLP","B_Lee","Councillor",12,71737,49848
443,"Ermineskin_Tribal_Enterprises","EY_LLP","D_Makinaw","Councillor",12,70053,27304
443,"Ermineskin_Tribal_Enterprises","EY_LLP","G_Minde","Councillor",6,32377,24688
443,"Ermineskin_Tribal_Enterprises","EY_LLP","S_Minde","Councillor",12,70454,49068
443,"Ermineskin_Tribal_Enterprises","EY_LLP","D_Whitebear","Councillor",12,67272,58417
443,"Ermineskin_Tribal_Enterprises","EY_LLP","L_White","Councillor",6,40224,15652
443,"Ermineskin_Tribal_Enterprises","EY_LLP","C_Wildcat","Councillor",12,70147,52493
443,"Ermineskin_Tribal_Enterprises","EY_LLP","D_Wildcat","Councillor",12,65053,41463
443,"Ermineskin_Tribal_Enterprises","EY_LLP","C_Young","Councillor",12,70454,77942
444,"Samson_Cree_Nation","MNP_LLP","Marvin_Yellowbird","Councillor/Chief",12,178050,6000
444,"Samson_Cree_Nation","MNP_LLP","Kirk_Buffalo","Councillor",12,150304,6000
444,"Samson_Cree_Nation","MNP_LLP","Holly_Johnson","Councillor",12,190073,6000
444,"Samson_Cree_Nation","MNP_LLP","Willy_Lightning","Councillor",12,172505,6000
444,"Samson_Cree_Nation","MNP_LLP","Larron_Northwest","Councillor",12,153248,6000
444,"Samson_Cree_Nation","MNP_LLP","Vernon_Saddleback","Councillor",12,138082,6000
444,"Samson_Cree_Nation","MNP_LLP","Mario_Swampy","Councillor",12,150474,6000
444,"Samson_Cree_Nation","MNP_LLP","Clayton_Bruno","Councillor",1,12652,500
444,"Samson_Cree_Nation","MNP_LLP","Patrick_Buffalo","Councillor",1,11570,500
444,"Samson_Cree_Nation","MNP_LLP","Shannon_Buffalo","Councillor",1,14154,500
444,"Samson_Cree_Nation","MNP_LLP","Jonathan_Dion","Councillor",1,12495,500
444,"Samson_Cree_Nation","MNP_LLP","Glenda_Swampy","Councillor",1,14115,500
444,"Samson_Cree_Nation","MNP_LLP","Derek_Bruno","Councillor",11,154484,5500
444,"Samson_Cree_Nation","MNP_LLP","Florence_Buffalo","Councillor",11,138302,5500
444,"Samson_Cree_Nation","MNP_LLP","Koren_Lightning-Earle","Councillor",11,140100,5500
444,"Samson_Cree_Nation","MNP_LLP","Jerry_Saddleback","Councillor",11,142371,5500
444,"Samson_Cree_Nation","MNP_LLP","Elroy_Strawberry_Rain","Councillor",11,132037,5500
445,"Beaver_First_Nation","MNP_LLP","Barb_Wendt","Councillor",12,65868,32101
445,"Beaver_First_Nation","MNP_LLP","Henry_Kidney","Councillor",12,65868,29741
445,"Beaver_First_Nation","MNP_LLP","Clarence_Fournier","Councillor",12,65868,23476
445,"Beaver_First_Nation","MNP_LLP","Tracy_Kushneryk","Councillor",12,65868,20107
446,"Tallcree_First_Nation","MNP_LLP","George_Meneen","Councillor",12,64343,16436
446,"Tallcree_First_Nation","MNP_LLP","Duane_Auger","Councillor",10,52325,10729
446,"Tallcree_First_Nation","MNP_LLP","Kathleen_Auger","Councillor",10,52325,9727
446,"Tallcree_First_Nation","MNP_LLP","David_Bow_Noskiye","Councillor",10,52325,9365
446,"Tallcree_First_Nation","MNP_LLP","Terence_Meneen","Councillor",2,12458,3998
446,"Tallcree_First_Nation","MNP_LLP","Ronald_Loonskin","Councillor",2,13058,1100
446,"Tallcree_First_Nation","MNP_LLP","Donna_Roberts","Councillor",2,12458,0
447,"Little_Red_River_Cree_Nation","MNP_LLP","Simon_Nanooch","Councillor",12,48000,29115
447,"Little_Red_River_Cree_Nation","MNP_LLP","Arthur_Laboucan","Councillor",12,48000,28523
447,"Little_Red_River_Cree_Nation","MNP_LLP","Chilouis_Wapoose","Councillor",12,48000,26568
